epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,117,,,,,0.5843566656112671,0.691162645816803
0,117,,,0.5917767882347107,0.6616483330726624,,
1,235,,,,,0.5013347864151001,2.2248458862304688
1,235,,,0.6142704486846924,0.6440590620040894,,
2,353,,,,,0.5963694453239441,0.6666462421417236
2,353,,,0.6234147548675537,0.637954831123352,,
3,471,,,,,0.5149492621421814,1.0004158020019531
3,471,,,0.6204779148101807,0.6358242630958557,,
4,589,,,,,0.5034703612327576,0.9031912088394165
4,589,,,0.6306234002113342,0.6299605965614319,,
5,707,,,,,0.6179925203323364,0.6450574398040771
5,707,,,0.6307569146156311,0.6283899545669556,,
6,825,,,,,0.6006406545639038,0.6518957614898682
6,825,,,0.6358963847160339,0.6257798671722412,,
7,943,,,,,0.5475173592567444,0.8415829539299011
7,943,,,0.6366973519325256,0.6270418763160706,,
8,1061,,,,,0.5016016960144043,1.802220106124878
8,1061,,,0.6386330127716064,0.621941864490509,,
9,1179,,,,,0.5296316146850586,0.8449699282646179
9,1179,,,0.6429048180580139,0.6209403276443481,,
10,1297,,,,,0.6300053596496582,0.628751277923584
10,1297,,,0.645574688911438,0.6177665591239929,,
11,1415,,,,,0.6521623134613037,0.6162883639335632
11,1415,,,0.6455079317092896,0.6160788536071777,,
12,1533,,,,,0.6273358464241028,0.6494396328926086
12,1533,,,0.6530503034591675,0.6152502298355103,,
13,1651,,,,,0.5202882885932922,0.7657384872436523
13,1651,,,0.6535175442695618,0.6151522397994995,,
14,1769,,,,,0.5798184871673584,0.707607626914978
14,1769,,,0.6524496078491211,0.6124342083930969,,
15,1887,,,,,0.5816871523857117,0.6849915981292725
15,1887,,,0.6571218967437744,0.6111114621162415,,
16,2005,,,,,0.5274959802627563,1.0025750398635864
16,2005,,,0.657055139541626,0.6095871329307556,,
17,2123,,,,,0.5945007801055908,0.6927759647369385
17,2123,,,0.6535843014717102,0.6087204813957214,,
18,2241,,,,,0.5018686652183533,1.2432234287261963
18,2241,,,0.6643972992897034,0.6034524440765381,,
19,2359,,,,,0.6452215909957886,0.615450382232666
19,2359,,,0.6596582531929016,0.6026284694671631,,
20,2477,,,,,0.6348104476928711,0.6697127819061279
20,2477,,,0.6671338677406311,0.6009503602981567,,
21,2595,,,,,0.6265349984169006,0.661838173866272
21,2595,,,0.6635295748710632,0.6002248525619507,,
22,2713,,,,,0.5045381784439087,1.052752137184143
22,2713,,,0.6650647521018982,0.5977357625961304,,
23,2831,,,,,0.6230645775794983,0.6261734962463379
23,2831,,,0.6672006249427795,0.5983728170394897,,
24,2949,,,,,0.5440469980239868,0.7057825326919556
24,2949,,,0.673007607460022,0.5954071879386902,,
25,3067,,,,,0.5763481259346008,0.6775382161140442
25,3067,,,0.6750100255012512,0.5927364230155945,,
26,3185,,,,,0.5248264670372009,0.8750203251838684
26,3185,,,0.6708717346191406,0.592574417591095,,
27,3303,,,,,0.5,1.829351544380188
27,3303,,,0.6746762990951538,0.5921599268913269,,
28,3421,,,,,0.6545648574829102,0.6132339239120483
28,3421,,,0.6793485283851624,0.586675226688385,,
29,3539,,,,,0.5269621014595032,0.9561700224876404
29,3539,,,0.6778133511543274,0.5872938632965088,,
30,3657,,,,,0.5173518657684326,1.021024465560913
30,3657,,,0.6785475611686707,0.5897620320320129,,
31,3775,,,,,0.5005338788032532,2.512834072113037
31,3775,,,0.6810839772224426,0.5854522585868835,,
32,3893,,,,,0.5427122116088867,0.7360960841178894
32,3893,,,0.6822186708450317,0.584087610244751,,
33,4011,,,,,0.6700480580329895,0.5943080186843872
33,4011,,,0.6841543316841125,0.5825773477554321,,
34,4129,,,,,0.5269621014595032,1.8951693773269653
34,4129,,,0.6809504628181458,0.5818144083023071,,
35,4247,,,,,0.6844634413719177,0.5814943313598633
35,4247,,,0.6876251697540283,0.5807064771652222,,
36,4365,,,,,0.5072076916694641,1.4139461517333984
36,4365,,,0.6912962198257446,0.5779933929443359,,
37,4483,,,,,0.6668446063995361,0.627821147441864
37,4483,,,0.689961314201355,0.5761203765869141,,
38,4601,,,,,0.5082755088806152,1.1115784645080566
38,4601,,,0.6888266205787659,0.5774010419845581,,
39,4719,,,,,0.5072076916694641,2.3990912437438965
39,4719,,,0.691896915435791,0.5748894810676575,,
40,4837,,,,,0.5138814449310303,1.6599258184432983
40,4837,,,0.6917634606361389,0.5744640231132507,,
41,4955,,,,,0.57100909948349,0.9210909008979797
41,4955,,,0.6924976706504822,0.573832094669342,,
42,5073,,,,,0.5056059956550598,1.420996904373169
42,5073,,,0.6963022351264954,0.5693363547325134,,
43,5191,,,,,0.6022424101829529,0.6569434404373169
43,5191,,,0.6938325762748718,0.5733636617660522,,
44,5309,,,,,0.5144153833389282,2.5559043884277344
44,5309,,,0.6989721059799194,0.5699716806411743,,
45,5427,,,,,0.5579284429550171,1.2245630025863647
45,5427,,,0.6965692043304443,0.56889808177948,,
46,5545,,,,,0.5544580817222595,0.8538421988487244
46,5545,,,0.7023761868476868,0.5679824352264404,,
47,5663,,,,,0.5096102356910706,2.7248551845550537
47,5663,,,0.6981711387634277,0.5677316188812256,,
48,5781,,,,,0.6676455140113831,0.6094204187393188
48,5781,,,0.7017754912376404,0.5649921894073486,,
49,5899,,,,,0.5021356344223022,3.876572608947754
49,5899,,,0.6981043815612793,0.5664928555488586,,
50,6017,,,,,0.6105178594589233,0.6453853249549866
50,6017,,,0.6980376243591309,0.567948579788208,,
51,6135,,,,,0.506406843662262,1.0736029148101807
51,6135,,,0.7052462697029114,0.5642885565757751,,
52,6253,,,,,0.49919915199279785,2.085474967956543
52,6253,,,0.7039113640785217,0.5609752535820007,,
53,6371,,,,,0.5042712092399597,1.5582941770553589
53,6371,,,0.70311039686203,0.5635272860527039,,
54,6489,,,,,0.5170848965644836,1.1772520542144775
54,6489,,,0.7087838649749756,0.5573543906211853,,
55,6607,,,,,0.6404164433479309,0.6325234174728394
55,6607,,,0.7068482041358948,0.5580908060073853,,
56,6725,,,,,0.5213561058044434,1.3278398513793945
56,6725,,,0.7045788168907166,0.5593621730804443,,
57,6843,,,,,0.6252002120018005,0.65229332447052
57,6843,,,0.7076491713523865,0.5572773218154907,,
58,6961,,,,,0.5806193351745605,0.7206341028213501
58,6961,,,0.711920976638794,0.5546911954879761,,
59,7079,,,,,0.7207688093185425,0.5637738704681396
59,7079,,,0.715859055519104,0.5564000010490417,,
60,7197,,,,,0.49919915199279785,2.905343770980835
60,7197,,,0.7121211886405945,0.5552250146865845,,
61,7315,,,,,0.5368393063545227,1.214409351348877
61,7315,,,0.7087171077728271,0.553494393825531,,
62,7433,,,,,0.5112119317054749,2.5390188694000244
62,7433,,,0.7113869786262512,0.555396318435669,,
63,7551,,,,,0.6510944962501526,0.6692202687263489
63,7551,,,0.7144573330879211,0.5519595146179199,,
64,7669,,,,,0.666310727596283,0.6070244908332825
64,7669,,,0.7147243618965149,0.5501635074615479,,
65,7787,,,,,0.6422851085662842,0.6303906440734863
65,7787,,,0.7183286547660828,0.5501559972763062,,
66,7905,,,,,0.5074746608734131,0.9134917855262756
66,7905,,,0.7206647992134094,0.5456244945526123,,
67,8023,,,,,0.6260010600090027,0.6608187556266785
67,8023,,,0.7169269919395447,0.5488279461860657,,
68,8141,,,,,0.6454885005950928,0.6294492483139038
68,8141,,,0.7160592675209045,0.5462674498558044,,
69,8259,,,,,0.5069407224655151,1.0662559270858765
69,8259,,,0.7140568494796753,0.5509486198425293,,
70,8377,,,,,0.5886278748512268,0.7532267570495605
70,8377,,,0.7227339744567871,0.5444589257240295,,
71,8495,,,,,0.5192205309867859,0.8822699785232544
71,8495,,,0.721599280834198,0.5435605645179749,,
72,8613,,,,,0.5947677493095398,0.7219353914260864
72,8613,,,0.7171939611434937,0.5470576882362366,,
73,8731,,,,,0.6227976679801941,0.6624184846878052
73,8731,,,0.720598042011261,0.5418818593025208,,
74,8849,,,,,0.647624135017395,0.6294995546340942
74,8849,,,0.7185289263725281,0.5426504015922546,,
75,8967,,,,,0.5918312668800354,0.6570525765419006
75,8967,,,0.7197970747947693,0.5446937084197998,,
76,9085,,,,,0.5008008480072021,1.754845142364502
76,9085,,,0.7224001884460449,0.5395939946174622,,
77,9203,,,,,0.5819540619850159,0.7412111163139343
77,9203,,,0.7212654948234558,0.5376911759376526,,
78,9321,,,,,0.621729850769043,0.7049575448036194
78,9321,,,0.7220664620399475,0.5424141883850098,,
