epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
29,56189,,,,,0.9199146032333374,0.3586588203907013
29,56189,,,0.9976638555526733,0.008828059770166874,,
30,58062,,,,,0.9396689534187317,0.186082661151886
30,58062,,,0.997063159942627,0.010551287792623043,,
31,59935,,,,,0.9434062838554382,0.19271568953990936
31,59935,,,0.9980643391609192,0.008098820224404335,,
32,61808,,,,,0.9426054358482361,0.21500438451766968
32,61808,,,0.9979975819587708,0.00828879326581955,,
33,63681,,,,,0.9484784007072449,0.19616661965847015
33,63681,,,0.998731791973114,0.005545495543628931,,
34,65554,,,,,0.9452749490737915,0.20413155853748322
34,65554,,,0.9992657899856567,0.0036529037170112133,,
35,67427,,,,,0.9391350746154785,0.272180438041687
35,67427,,,0.9997997879981995,0.0026450783479958773,,
36,69300,,,,,0.9468766450881958,0.1921023577451706
36,69300,,,0.9997997879981995,0.003107641823589802,,
37,71173,,,,,0.949279248714447,0.19943110644817352
37,71173,,,0.9995995163917542,0.0021497008856385946,,
38,73046,,,,,0.9474105834960938,0.20522819459438324
38,73046,,,0.9995327591896057,0.002194848842918873,,
39,74919,,,,,0.9471436142921448,0.2091970145702362
39,74919,,,1.0,0.001276745810173452,,
40,76792,,,,,0.9498131275177002,0.21004419028759003
40,76792,,,0.9999332427978516,0.00104373914655298,,
41,78665,,,,,0.9506139755249023,0.20402590930461884
41,78665,,,0.9998664855957031,0.0011621954618021846,,
42,80538,,,,,0.949012279510498,0.22731266915798187
42,80538,,,0.9997997879981995,0.00129083008505404,,
43,82411,,,,,0.9460757970809937,0.22460991144180298
43,82411,,,0.999733030796051,0.0015636526513844728,,
44,84284,,,,,0.9482114315032959,0.22154314815998077
44,84284,,,1.0,0.0009452104568481445,,
45,86157,,,,,0.9479444622993469,0.20979636907577515
45,86157,,,1.0,0.0008886745781637728,,
46,88030,,,,,0.9503470659255981,0.2064669281244278
46,88030,,,0.9999332427978516,0.000691568769980222,,
47,89903,,,,,0.9503470659255981,0.21814094483852386
47,89903,,,0.9998664855957031,0.0006722456892021,,
48,91776,,,,,0.949012279510498,0.22095364332199097
48,91776,,,0.9999332427978516,0.0007256675162352622,,
49,93649,,,,,0.947677493095398,0.22522597014904022
49,93649,,,0.9999332427978516,0.001430550473742187,,
50,95522,,,,,0.9498131275177002,0.2217918038368225
50,95522,,,1.0,0.0005495740915648639,,
51,97395,,,,,0.9495461583137512,0.21005839109420776
51,97395,,,1.0,0.0005449685850180686,,
52,99268,,,,,0.9479444622993469,0.2122126817703247
52,99268,,,0.9999332427978516,0.0005452888435684144,,
53,101141,,,,,0.9511479139328003,0.21737894415855408
53,101141,,,1.0,0.0003902975586242974,,
54,103014,,,,,0.949279248714447,0.22379690408706665
54,103014,,,0.9999332427978516,0.0005506138550117612,,
55,104887,,,,,0.9484784007072449,0.2233767956495285
55,104887,,,1.0,0.00039789994480088353,,
56,106760,,,,,0.9506139755249023,0.21359330415725708
56,106760,,,1.0,0.0003687845601234585,,
57,108633,,,,,0.9506139755249023,0.21202534437179565
57,108633,,,0.9999332427978516,0.00042077541002072394,,
58,110506,,,,,0.9500800967216492,0.21886125206947327
58,110506,,,1.0,0.00036493100924417377,,
59,112379,,,,,0.9519487619400024,0.2222990095615387
59,112379,,,1.0,0.0003544430946931243,,
60,114252,,,,,0.9514148235321045,0.22779053449630737
60,114252,,,1.0,0.00036736586480401456,,
61,116125,,,,,0.9508809447288513,0.21864567697048187
61,116125,,,1.0,0.0004742979654110968,,
62,117998,,,,,0.9511479139328003,0.22655236721038818
62,117998,,,1.0,0.00038931664312258363,,
63,119871,,,,,0.949279248714447,0.23070567846298218
63,119871,,,1.0,0.0003353159409016371,,
64,121744,,,,,0.9516817927360535,0.2222485989332199
64,121744,,,1.0,0.00034249667078256607,,
65,123617,,,,,0.9508809447288513,0.21847601234912872
65,123617,,,1.0,0.00033138663275167346,,
66,125490,,,,,0.9503470659255981,0.212391659617424
66,125490,,,1.0,0.00030853290809318423,,
67,127363,,,,,0.949279248714447,0.2288403958082199
67,127363,,,1.0,0.00028692855266854167,,
68,129236,,,,,0.9482114315032959,0.22395700216293335
68,129236,,,0.9999332427978516,0.00040434577385894954,,
69,131109,,,,,0.949279248714447,0.21348227560520172
69,131109,,,1.0,0.00034235528437420726,,
70,132982,,,,,0.9514148235321045,0.22499319911003113
70,132982,,,1.0,0.0003431994409766048,,
71,134855,,,,,0.9495461583137512,0.22610564529895782
71,134855,,,1.0,0.00035645169555209577,,
72,136728,,,,,0.9503470659255981,0.23358134925365448
72,136728,,,1.0,0.00038386316737160087,,
73,138601,,,,,0.9482114315032959,0.23385852575302124
73,138601,,,0.9999332427978516,0.00039841525722295046,,
74,140474,,,,,0.9508809447288513,0.2193574160337448
74,140474,,,1.0,0.00028090676642023027,,
75,142347,,,,,0.9484784007072449,0.22899949550628662
75,142347,,,1.0,0.0003156482707709074,,
76,144220,,,,,0.9511479139328003,0.22675806283950806
76,144220,,,1.0,0.0002913748612627387,,
77,146093,,,,,0.9479444622993469,0.21528613567352295
77,146093,,,1.0,0.00031951829441823065,,
78,147966,,,,,0.9514148235321045,0.22609040141105652
78,147966,,,1.0,0.0002558566920924932,,
79,149839,,,,,0.9522156715393066,0.22759462893009186
79,149839,,,1.0,0.0002548131160438061,,
80,149840,0.9504485130310059,0.22114121913909912,,,,
80,149840,0.9504485130310059,0.22114121913909912,,,,
