epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
40,76792,,,,,0.9570208191871643,0.16419149935245514
40,76792,,,0.9993325471878052,0.0021021345164626837,,
41,78665,,,,,0.9466097354888916,0.1990220844745636
41,78665,,,0.9997997879981995,0.0014232113026082516,,
42,80538,,,,,0.9511479139328003,0.17999975383281708
42,80538,,,0.9999332427978516,0.0010267675388604403,,
43,82411,,,,,0.9540843367576599,0.1688668131828308
43,82411,,,1.0,0.0007131482125259936,,
44,84284,,,,,0.9570208191871643,0.16107960045337677
44,84284,,,1.0,0.0005093261133879423,,
45,86157,,,,,0.9580886363983154,0.16280116140842438
45,86157,,,1.0,0.00044752031681127846,,
46,88030,,,,,0.9548851847648621,0.16504940390586853
46,88030,,,1.0,0.00048737358883954585,,
47,89903,,,,,0.9570208191871643,0.17894764244556427
47,89903,,,1.0,0.00043100808397866786,,
48,91776,,,,,0.9575546979904175,0.17696082592010498
48,91776,,,1.0,0.00046195919276215136,,
49,93649,,,,,0.9562199711799622,0.1702127307653427
49,93649,,,0.9999332427978516,0.0004127394058741629,,
50,95522,,,,,0.9559530019760132,0.173827663064003
50,95522,,,1.0,0.0002775990287773311,,
51,97395,,,,,0.9546182751655579,0.17102907598018646
51,97395,,,1.0,0.0003002495504915714,,
52,99268,,,,,0.9567538499832153,0.1715368777513504
52,99268,,,1.0,0.00022569802240468562,,
53,101141,,,,,0.9570208191871643,0.1703566163778305
53,101141,,,1.0,0.00020967810996808112,,
54,103014,,,,,0.9578216671943665,0.17266321182250977
54,103014,,,1.0,0.0001614616921870038,,
55,104887,,,,,0.9570208191871643,0.1729012280702591
55,104887,,,1.0,0.00015448650810867548,,
56,106760,,,,,0.9567538499832153,0.17181365191936493
56,106760,,,1.0,0.0001516652264399454,,
57,108633,,,,,0.9570208191871643,0.1666606366634369
57,108633,,,1.0,0.0001430650445399806,,
58,110506,,,,,0.9580886363983154,0.17172375321388245
58,110506,,,1.0,0.00013813578698318452,,
59,112379,,,,,0.9578216671943665,0.1724165678024292
59,112379,,,1.0,0.00013002405466977507,,
60,114252,,,,,0.9583556056022644,0.1740504503250122
60,114252,,,1.0,0.00013226360897533596,,
61,116125,,,,,0.9580886363983154,0.17445237934589386
61,116125,,,1.0,0.00012658174091484398,,
62,117998,,,,,0.9594233632087708,0.17586937546730042
62,117998,,,1.0,0.00012752969632856548,,
63,119871,,,,,0.9580886363983154,0.18055249750614166
63,119871,,,1.0,0.00014460901729762554,,
64,121744,,,,,0.9580886363983154,0.1762113869190216
64,121744,,,1.0,0.000133747817017138,,
65,123617,,,,,0.9567538499832153,0.17552608251571655
65,123617,,,1.0,0.00013661925913766026,,
66,125490,,,,,0.9588894844055176,0.17239990830421448
66,125490,,,1.0,0.000178109563421458,,
67,127363,,,,,0.9575546979904175,0.17605829238891602
67,127363,,,1.0,0.00012469409557525069,,
68,129236,,,,,0.9578216671943665,0.17590469121932983
68,129236,,,1.0,9.386886813445017e-05,,
69,131109,,,,,0.9570208191871643,0.1829024851322174
69,131109,,,1.0,0.00011528752656886354,,
70,132982,,,,,0.9564869403839111,0.1703946739435196
70,132982,,,1.0,0.00013591298193205148,,
71,134855,,,,,0.9570208191871643,0.1804383099079132
71,134855,,,1.0,8.484775753458962e-05,,
72,136728,,,,,0.9578216671943665,0.17229875922203064
72,136728,,,1.0,8.399282523896545e-05,,
73,138601,,,,,0.9583556056022644,0.173561692237854
73,138601,,,1.0,9.991064871428534e-05,,
74,140474,,,,,0.9580886363983154,0.17749352753162384
74,140474,,,1.0,0.00011090669431723654,,
75,142347,,,,,0.9546182751655579,0.1795450896024704
75,142347,,,1.0,0.00011935614747926593,,
76,144220,,,,,0.9586225152015686,0.1734274923801422
76,144220,,,1.0,0.00012667702685575932,,
77,146093,,,,,0.9575546979904175,0.17565330862998962
77,146093,,,0.9999332427978516,0.0001746778580127284,,
78,147966,,,,,0.9564869403839111,0.17655208706855774
78,147966,,,1.0,0.00011256179277552292,,
79,149839,,,,,0.9559530019760132,0.16958267986774445
79,149839,,,1.0,8.925412112148479e-05,,
80,151712,,,,,0.9575546979904175,0.1758195161819458
80,151712,,,1.0,0.00011612599337240681,,
81,153585,,,,,0.9559530019760132,0.17290104925632477
81,153585,,,0.9999332427978516,0.00014677240687888116,,
82,155458,,,,,0.9567538499832153,0.1739244908094406
82,155458,,,1.0,0.00011955804075114429,,
83,157331,,,,,0.9575546979904175,0.1799313873052597
83,157331,,,1.0,0.00010414327698526904,,
84,159204,,,,,0.9586225152015686,0.18109343945980072
84,159204,,,1.0,9.547611261950806e-05,,
85,161077,,,,,0.9572877883911133,0.17945194244384766
85,161077,,,1.0,0.00010633221245370805,,
86,162950,,,,,0.9575546979904175,0.1724528819322586
86,162950,,,1.0,0.00010298172128386796,,
87,164823,,,,,0.9588894844055176,0.17543423175811768
87,164823,,,1.0,9.77765885181725e-05,,
88,166696,,,,,0.9578216671943665,0.17759332060813904
88,166696,,,1.0,0.00010500168718863279,,
89,168569,,,,,0.9583556056022644,0.17709003388881683
89,168569,,,1.0,9.259657235816121e-05,,
90,170442,,,,,0.9578216671943665,0.17781512439250946
90,170442,,,1.0,0.00012637495819944888,,
91,172315,,,,,0.9580886363983154,0.17023788392543793
91,172315,,,1.0,0.00010605261195451021,,
92,174188,,,,,0.9578216671943665,0.17162905633449554
92,174188,,,1.0,9.941499592969194e-05,,
93,176061,,,,,0.9570208191871643,0.17726847529411316
93,176061,,,1.0,0.00011873001494677737,,
94,177934,,,,,0.9578216671943665,0.17806313931941986
94,177934,,,1.0,0.00010051803110400215,,
95,179807,,,,,0.9578216671943665,0.17908933758735657
95,179807,,,1.0,9.063370089279488e-05,,
96,181680,,,,,0.9591564536094666,0.1762852966785431
96,181680,,,1.0,0.00010284666495863348,,
97,183553,,,,,0.9562199711799622,0.17514626681804657
97,183553,,,0.9999332427978516,0.00014185195323079824,,
98,185426,,,,,0.955686092376709,0.17252574861049652
98,185426,,,1.0,9.621997742215171e-05,,
99,187299,,,,,0.955686092376709,0.1837034523487091
99,187299,,,1.0,9.83885838650167e-05,,
100,187300,0.9547201991081238,0.19698934257030487,,,,
